,Image,Category,Activity,Train
23989,019550259.jpg,sports,"martial arts, different types",1.0
23990,096256959.jpg,sports,"martial arts, different types",1.0
23991,015450181.jpg,sports,"martial arts, different types",1.0
23992,091330471.jpg,sports,"martial arts, different types",1.0
23993,042847310.jpg,sports,"martial arts, different types",1.0
23994,037786599.jpg,sports,"martial arts, different types",1.0
23995,023131980.jpg,sports,"martial arts, different types",1.0
23996,063575633.jpg,sports,"martial arts, different types",1.0
23997,068552802.jpg,sports,"martial arts, different types",1.0
23998,046757096.jpg,sports,"martial arts, different types",1.0
23999,005570690.jpg,sports,"martial arts, different types",1.0
24000,091851015.jpg,sports,"martial arts, different types",1.0
24001,098032913.jpg,sports,"martial arts, different types",1.0
24002,043104342.jpg,sports,"martial arts, different types",1.0
24003,061366081.jpg,,,0.0
24004,045029863.jpg,,,0.0
24005,032187965.jpg,,,0.0
24006,007731879.jpg,,,0.0
24007,045606773.jpg,,,0.0
24008,081838456.jpg,occupation,"carpentry, general",1.0
24009,001703146.jpg,occupation,"carpentry, general",1.0
24010,058210768.jpg,occupation,"carpentry, general",1.0
24011,088077211.jpg,occupation,"carpentry, general",1.0
24012,021754943.jpg,occupation,"carpentry, general",1.0
24013,018325586.jpg,occupation,"carpentry, general",1.0
24014,077227663.jpg,occupation,"carpentry, general",1.0
24015,025508643.jpg,occupation,"carpentry, general",1.0
24016,019198427.jpg,occupation,manual or unskilled labor,1.0
24017,037798925.jpg,occupation,manual or unskilled labor,1.0
24018,039250201.jpg,occupation,manual or unskilled labor,1.0
24019,087410106.jpg,occupation,manual or unskilled labor,1.0
24020,061844347.jpg,occupation,manual or unskilled labor,1.0
24021,040596146.jpg,occupation,manual or unskilled labor,1.0
24022,053438796.jpg,occupation,manual or unskilled labor,1.0
24023,095396523.jpg,occupation,"carpentry, general",1.0
24024,011321468.jpg,occupation,"carpentry, general",1.0
24025,020771552.jpg,occupation,"carpentry, general",1.0
24026,096252871.jpg,occupation,manual or unskilled labor,1.0
24027,095732485.jpg,occupation,manual or unskilled labor,1.0
24028,017716542.jpg,occupation,manual or unskilled labor,1.0
24029,014510882.jpg,occupation,manual or unskilled labor,1.0
24030,042108513.jpg,occupation,manual or unskilled labor,1.0
24031,004971829.jpg,occupation,manual or unskilled labor,1.0
24032,065490353.jpg,occupation,manual or unskilled labor,1.0
24033,007749602.jpg,occupation,manual or unskilled labor,1.0
24034,005802963.jpg,occupation,manual or unskilled labor,1.0
24035,048518694.jpg,occupation,manual or unskilled labor,1.0
24036,095778664.jpg,occupation,manual or unskilled labor,1.0
24037,042679594.jpg,,,0.0
24038,035648116.jpg,,,0.0
24039,099795672.jpg,,,0.0
24040,053196896.jpg,,,0.0
24041,037524141.jpg,occupation,manual or unskilled labor,1.0
24042,038586081.jpg,occupation,manual or unskilled labor,1.0
24043,019495950.jpg,occupation,manual or unskilled labor,1.0
24044,051222306.jpg,,,0.0
24045,043885503.jpg,,,0.0
24046,027079530.jpg,,,0.0
24047,016054009.jpg,,,0.0
24048,031123887.jpg,,,0.0
24049,050868333.jpg,,,0.0
24050,005833327.jpg,,,0.0
24051,015374403.jpg,,,0.0
24052,094765727.jpg,,,0.0
24053,054285535.jpg,music playing,"flute, sitting",1.0
24054,006344930.jpg,music playing,"flute, sitting",1.0
24055,069308776.jpg,music playing,"flute, sitting",1.0
24056,006180287.jpg,,,0.0
24057,073887423.jpg,music playing,"flute, sitting",1.0
24058,074996272.jpg,music playing,"flute, sitting",1.0
24059,065107898.jpg,music playing,"flute, sitting",1.0
24060,073220454.jpg,music playing,"flute, sitting",1.0
24061,008796578.jpg,music playing,"flute, sitting",1.0
24062,072678055.jpg,music playing,"flute, sitting",1.0
24063,013668832.jpg,music playing,"flute, sitting",1.0
24064,033950591.jpg,music playing,"flute, sitting",1.0
24065,094274525.jpg,music playing,"flute, sitting",1.0
24066,050287548.jpg,music playing,"flute, sitting",1.0
24067,096742643.jpg,music playing,"flute, sitting",1.0
24068,008892246.jpg,music playing,"flute, sitting",1.0
24069,047755660.jpg,music playing,"flute, sitting",1.0
24070,006240232.jpg,music playing,"flute, sitting",1.0
24071,063021026.jpg,music playing,"flute, sitting",1.0
24072,007870700.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24073,017536780.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24074,025883031.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24075,074874385.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24076,016396212.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24077,084663205.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24078,013190394.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24079,003524445.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24080,039504542.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24081,097944164.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24082,011034223.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24083,010171844.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24084,075116651.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24085,031216169.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24086,071728162.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24087,020001059.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24088,046007199.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24089,026528988.jpg,,,0.0
24090,045152821.jpg,,,0.0
24091,076909709.jpg,,,0.0
24092,076200994.jpg,,,0.0
24093,051577229.jpg,,,0.0
24094,092837184.jpg,,,0.0
24095,026378410.jpg,,,0.0
24096,024031135.jpg,,,0.0
24097,061380640.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24098,062129703.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24099,004654004.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24100,060777771.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24101,037443616.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24102,074744253.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24103,080810566.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24104,055215382.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24105,000170503.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24106,063636581.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24107,074888128.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
24108,024898327.jpg,,,1.0
24109,046464600.jpg,,,1.0
24110,096572662.jpg,,,1.0
24111,029811555.jpg,bicycling,"bicycling, racing and road",1.0
24112,022315325.jpg,bicycling,"bicycling, racing and road",1.0
24113,021085479.jpg,bicycling,"bicycling, racing and road",1.0
24114,055880083.jpg,bicycling,"bicycling, racing and road",1.0
24115,094978710.jpg,bicycling,"bicycling, general",1.0
24116,060869013.jpg,bicycling,"bicycling, general",1.0
24117,030332312.jpg,bicycling,"bicycling, general",1.0
24118,063856978.jpg,bicycling,"bicycling, general",1.0
24119,062484230.jpg,bicycling,"bicycling, general",1.0
24120,059692514.jpg,bicycling,"bicycling, general",1.0
24121,015942621.jpg,bicycling,"bicycling, general",1.0
24122,063456680.jpg,bicycling,"bicycling, general",1.0
24123,043016445.jpg,bicycling,"bicycling, racing and road",1.0
24124,001859206.jpg,bicycling,"bicycling, racing and road",1.0
24125,053976449.jpg,bicycling,"bicycling, racing and road",1.0
24126,098926675.jpg,bicycling,"bicycling, racing and road",1.0
24127,034973959.jpg,bicycling,"bicycling, racing and road",1.0
24128,096555922.jpg,bicycling,"bicycling, racing and road",1.0
24129,009620574.jpg,bicycling,"bicycling, racing and road",1.0
24130,073245012.jpg,bicycling,"bicycling, mountain",1.0
24131,011432999.jpg,bicycling,"bicycling, mountain",1.0
24132,027357157.jpg,bicycling,"bicycling, mountain",1.0
24133,057084084.jpg,bicycling,"bicycling, mountain",1.0
24134,059277969.jpg,bicycling,"bicycling, mountain",1.0
24135,077521132.jpg,bicycling,"bicycling, mountain",1.0
24136,061531141.jpg,bicycling,"bicycling, mountain",1.0
24137,059361470.jpg,bicycling,"bicycling, racing and road",1.0
24138,091235309.jpg,bicycling,"bicycling, racing and road",1.0
24139,045216075.jpg,bicycling,"bicycling, racing and road",1.0
24140,022526578.jpg,bicycling,"bicycling, racing and road",1.0
24141,016178859.jpg,bicycling,"bicycling, racing and road",1.0
24142,039999460.jpg,bicycling,"bicycling, racing and road",1.0
24143,071275276.jpg,bicycling,"bicycling, racing and road",1.0
24144,004254348.jpg,sports,basketball,1.0
24145,012905339.jpg,sports,basketball,1.0
24146,010611346.jpg,sports,basketball,1.0
24147,058525015.jpg,sports,basketball,1.0
24148,024286465.jpg,,,0.0
24149,016625943.jpg,,,0.0
24150,059277072.jpg,,,0.0
24151,076130992.jpg,,,0.0
24152,033215492.jpg,,,0.0
24153,057820461.jpg,,,0.0
24154,009812441.jpg,,,0.0
24155,093519103.jpg,,,0.0
24156,033689619.jpg,,,0.0
24157,099750569.jpg,,,0.0
24158,097858776.jpg,,,0.0
24159,077882345.jpg,,,0.0
24160,002006710.jpg,,,0.0
24161,054347492.jpg,,,0.0
24162,008683642.jpg,,,0.0
24163,089513803.jpg,,,0.0
24164,078963625.jpg,,,0.0
24165,097234038.jpg,,,0.0
24166,060838295.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24167,052217280.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24168,051897386.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24169,038644837.jpg,sports,basketball,1.0
24170,046869007.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24171,063541258.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24172,093294761.jpg,sports,basketball,1.0
24173,059588434.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24174,085711594.jpg,,,0.0
24175,086277991.jpg,,,0.0
24176,051883268.jpg,,,0.0
24177,034746964.jpg,,,0.0
24178,063957387.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24179,044587734.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24180,008144087.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24181,037780910.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24182,099407214.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24183,004851187.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24184,069666691.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24185,084118871.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24186,064872590.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24187,056974823.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24188,070755442.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24189,042934274.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24190,009136174.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24191,096237175.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24192,043230077.jpg,,,0.0
24193,066538924.jpg,,,0.0
24194,053131044.jpg,,,0.0
24195,005467307.jpg,,,0.0
24196,095274660.jpg,,,0.0
24197,079253723.jpg,,,0.0
24198,014909789.jpg,,,0.0
24199,098164888.jpg,,,0.0
24200,073690137.jpg,,,0.0
24201,047232165.jpg,,,0.0
24202,061137006.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24203,010673668.jpg,sports,basketball,1.0
24204,056041151.jpg,sports,basketball,1.0
24205,007366107.jpg,sports,basketball,1.0
24206,054485526.jpg,sports,basketball,1.0
24207,055269569.jpg,sports,basketball,1.0
24208,087443879.jpg,sports,basketball,1.0
24209,072505750.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24210,024955239.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24211,088842614.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24212,057324266.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24213,060637948.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24214,016898137.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24215,085777360.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24216,093096512.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24217,077499065.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24218,094075245.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24219,030229990.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24220,086111917.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24221,048889314.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24222,016391720.jpg,sports,basketball,1.0
24223,066880060.jpg,sports,basketball,1.0
24224,068412027.jpg,sports,"basketball, game (Taylor Code 490)",1.0
24225,028692451.jpg,sports,basketball,1.0
24226,002749333.jpg,home activities,playing with animals,1.0
24227,019984726.jpg,home activities,playing with animals,1.0
24228,039977755.jpg,home activities,playing with animals,1.0
24229,016756291.jpg,,,0.0
24230,019402995.jpg,,,0.0
24231,039139066.jpg,,,0.0
24232,096178661.jpg,,,0.0
24233,076424352.jpg,,,0.0
24234,031974840.jpg,home activities,playing with animals,1.0
24235,095160407.jpg,home activities,playing with animals,1.0
24236,064564679.jpg,home activities,playing with animals,1.0
24237,045544964.jpg,home activities,playing with animals,1.0
24238,046830020.jpg,home activities,playing with animals,1.0
24239,041074447.jpg,home activities,playing with animals,1.0
24240,023299205.jpg,home activities,playing with animals,1.0
24241,038663219.jpg,home activities,playing with animals,1.0
24242,052789638.jpg,home activities,playing with animals,1.0
24243,052802735.jpg,home activities,playing with animals,1.0
24244,076173690.jpg,home activities,playing with animals,1.0
24245,035879786.jpg,home activities,playing with animals,1.0
24246,071679803.jpg,home activities,playing with animals,1.0
24247,057809184.jpg,home activities,playing with animals,1.0
24248,096184540.jpg,home activities,playing with animals,1.0
24249,038528493.jpg,home activities,playing with animals,1.0
24250,090121646.jpg,home activities,playing with animals,1.0
24251,082064255.jpg,home activities,playing with animals,1.0
24252,063766428.jpg,home activities,playing with animals,1.0
24253,065451447.jpg,home activities,playing with animals,1.0
24254,008464993.jpg,home activities,playing with animals,1.0
24255,095022461.jpg,home activities,playing with animals,1.0
24256,010693606.jpg,home activities,playing with animals,1.0
24257,056323331.jpg,home activities,playing with animals,1.0
24258,033007080.jpg,home activities,playing with animals,1.0
24259,042985198.jpg,home activities,playing with animals,1.0
24260,061018301.jpg,home activities,playing with animals,1.0
24261,090885138.jpg,home activities,playing with animals,1.0
24262,045756712.jpg,home activities,playing with animals,1.0
24263,098772956.jpg,home activities,playing with animals,1.0
24264,059281207.jpg,home activities,playing with animals,1.0
24265,016055394.jpg,home activities,playing with animals,1.0
24266,019000929.jpg,home activities,playing with animals,1.0
24267,071611104.jpg,home activities,playing with animals,1.0
24268,005039779.jpg,home activities,playing with animals,1.0
24269,048034158.jpg,home activities,playing with animals,1.0
24270,014821911.jpg,home activities,playing with animals,1.0
24271,043321864.jpg,home activities,playing with animals,1.0
24272,074991742.jpg,home activities,playing with animals,1.0
24273,045881293.jpg,home activities,playing with animals,1.0
24274,016345111.jpg,home activities,playing with animals,1.0
24275,025192537.jpg,home activities,playing with animals,1.0
24276,036753959.jpg,home activities,playing with animals,1.0
24277,006956118.jpg,home activities,playing with animals,1.0
24278,058433764.jpg,home activities,playing with animals,1.0
24279,060753379.jpg,home activities,playing with animals,1.0
24280,006215193.jpg,home activities,playing with animals,1.0
24281,040231132.jpg,occupation,"carpentry, general",1.0
24282,041400068.jpg,,,1.0
24283,033381957.jpg,occupation,"carpentry, general",1.0
24284,055773974.jpg,occupation,"carpentry, general",1.0
24285,034595749.jpg,occupation,"carpentry, general",1.0
24286,041640928.jpg,occupation,"carpentry, general",1.0
24287,079752355.jpg,occupation,"carpentry, general",1.0
24288,016210936.jpg,occupation,"carpentry, general",1.0
